x y U eU B eB V eV R eR I eI J eJ H eH K eK U_B eU_B B_V eB_V V_I eV_I R_I eR_I Q_UB eQ_UB field probability
1468.208 1210.511 21.569 0 20.689 0 19.144 0 18.147 0 17.107 0 15.644 0 14.986 0 14.712 0 0.88 0 1.545 0 2.037 0 1.04 0 -0.2324 0 1 0.13333
1171.627 1009.531 23.54 0 22.398 0 20.577 0 19.396 0 18.149 0 16.38 0 15.625 0 15.282 0 1.142 0 1.821 0 2.428 0 1.247 0 -0.16912 0 1 0.01667
1030.99 1611.647 22.292 0 21.262 0 19.55 0 18.457 0 17.318 0 15.706 0 14.979 0 14.676 0 1.03 0 1.712 0 2.232 0 1.139 0 -0.20264 0 1 0.00833
1845.537 1359.683 19.215 0 18.656 0 17.521 0 16.838 0 16.188 0 15.281 0 14.741 0 14.605 0 0.559 0 1.135 0 1.333 0 0.65 0 -0.2582 0 1 0
2007.161 1412.264 19.896 0 19.358 0 18.179 0 17.451 0 16.731 0 15.734 0 15.196 0 15.034 0 0.538 0 1.179 0 1.448 0 0.72 0 -0.31088 0 1 0
1836.198 2020.484 19.171 0 18.54 0 17.353 0 16.583 0 15.788 0 14.684 0 14.178 0 13.977 0 0.631 0 1.187 0 1.565 0 0.795 0 -0.22364 0 1 0.01667
155.809 138.994 23.36 0 22.395 0 20.797 0 19.812 0 18.826 0 17.426 0 16.716 0 16.471 0 0.965 0 1.598 0 1.971 0 0.986 0 -0.18556 0 1 0.00833
544.713 378.152 23.334 0 22.401 0 20.788 0 19.745 0 18.651 0 17.114 0 16.444 0 16.152 0 0.933 0 1.613 0 2.137 0 1.094 0 -0.22836 0 1 0
161.629 1742.751 22.22 0 20.957 0 19.456 0 18.48 0 17.627 0 16.442 0 15.648 0 15.467 0 1.263 0 1.501 0 1.829 0 0.853 0 0.18228 0 1 0
1507.463 1836.494 19.542 0 19.048 0 17.916 0 17.202 0 16.488 0 15.506 0 15 0 14.836 0 0.494 0 1.132 0 1.428 0 0.714 0 -0.32104 0 1 0.05
523.716 1607.543 23.141 0 21.58 0 19.924 0 18.794 0 17.499 0 16.233 0 15.639 0 15.374 0 1.561 0 1.656 0 2.425 0 1.295 0 0.36868 0 1 0
1232.283 1048.285 24.172 0 22.689 0 20.996 0 19.842 0 18.631 0 17.291 0 16.611 0 16.339 0 1.483 0 1.693 0 2.365 0 1.211 0 0.26404 0 1 0.00833
405.957 1890.901 22.302 0 21.464 0 19.975 0 19.014 0 18.012 0 16.609 0 15.988 0 15.725 0 0.838 0 1.489 0 1.963 0 1.002 0 -0.23408 0 1 0.14167
570.424 582.501 22.37 0 21.073 0 19.501 0 18.498 0 17.599 0 16.311 0 15.491 0 15.291 0 1.297 0 1.572 0 1.902 0 0.899 0 0.16516 0 1 0.00833
914.084 1889.235 21.432 0 20.702 0 19.333 0 18.488 0 17.647 0 16.468 0 15.86 0 15.659 0 0.73 0 1.369 0 1.686 0 0.841 0 -0.25568 0 1 0
933.478 331.971 20.043 0 18.905 0 17.269 0 16.297 0 15.349 0 13.978 0 13.221 0 12.996 0 1.138 0 1.636 0 1.92 0 0.948 0 -0.03992 0 1 0.00833
1519.328 637.313 22.986 0 21.993 0 20.335 0 19.305 0 18.264 0 16.787 0 16.068 0 15.803 0 0.993 0 1.658 0 2.071 0 1.041 0 -0.20076 0 1 0.025
990.183 1507.169 23.548 0 22.615 0 20.978 0 19.942 0 18.875 0 17.372 0 16.678 0 16.401 0 0.933 0 1.637 0 2.103 0 1.067 0 -0.24564 0 1 0
600.627 543.846 22.626 0 21.559 0 19.838 0 18.726 0 17.556 0 15.902 0 15.197 0 14.877 0 1.067 0 1.721 0 2.282 0 1.17 0 -0.17212 0 1 0.03333
134.995 354.644 22.618 0 20.739 0 18.394 0 16.993 0 15.586 0 13.517 0 12.489 0 12.117 0 1.879 0 2.345 0 2.808 0 1.407 0 0.1906 0 1 0.05
1261.998 1005.219 23.649 0 22.41 0 20.467 0 19.22 0 17.911 0 16.047 0 15.246 0 14.885 0 1.239 0 1.943 0 2.556 0 1.309 0 -0.15996 0 1 0
733.123 278.344 22.994 0 21.623 0 20.058 0 18.982 0 17.846 0 16.629 0 15.991 0 15.749 0 1.371 0 1.565 0 2.212 0 1.136 0 0.2442 0 1 0.03333
402.654 1634.645 17.689 0 16.402 0 14.761 0 13.813 0 12.916 0 11.597 0 10.811 0 10.607 0 1.287 0 1.641 0 1.845 0 0.897 0 0.10548 0 1 0
167.724 1843.289 21.696 0 20.958 0 19.557 0 18.669 0 17.761 0 16.493 0 15.893 0 15.666 0 0.738 0 1.401 0 1.796 0 0.908 0 -0.27072 0 1 0.03333
1522.039 1169.185 23.334 0 22.295 0 20.591 0 19.531 0 18.457 0 16.93 0 16.193 0 15.918 0 1.039 0 1.704 0 2.134 0 1.074 0 -0.18788 0 1 0
910.098 397.358 23.362 0 22.422 0 20.794 0 19.75 0 18.663 0 17.133 0 16.456 0 16.168 0 0.94 0 1.628 0 2.131 0 1.087 0 -0.23216 0 1 0
416.456 254.645 15.467 0 14.945 0 13.899 0 13.286 0 12.712 0 11.914 0 11.414 0 11.303 0 0.522 0 1.046 0 1.187 0 0.574 0 -0.23112 0 1 0
1153.243 1128.684 22.851 0 21.491 0 19.882 0 18.832 0 17.881 0 16.564 0 15.738 0 15.528 0 1.36 0 1.609 0 2.001 0 0.951 0 0.20152 0 1 0.19167
862.859 697.447 21.587 0 20.731 0 19.231 0 18.273 0 17.283 0 15.894 0 15.263 0 15.005 0 0.856 0 1.5 0 1.948 0 0.99 0 -0.224 0 1 0.10833
127.611 1122.035 23.533 0 22.564 0 20.908 0 19.845 0 18.739 0 17.181 0 16.494 0 16.199 0 0.969 0 1.656 0 2.169 0 1.106 0 -0.22332 0 1 0
1872.149 339.894 23.428 0 22.09 0 20.496 0 19.416 0 18.399 0 17.118 0 16.343 0 16.131 0 1.338 0 1.594 0 2.097 0 1.017 0 0.19032 0 1 0.00833
621.16 1760.251 18.723 0 17.598 0 16.044 0 15.132 0 14.263 0 13.001 0 12.267 0 12.069 0 1.125 0 1.554 0 1.781 0 0.869 0 0.00612 0 1 0
1218.338 38.367 25.999 0 23.738 0 20.897 0 19.159 0 17.379 0 14.754 0 13.533 0 13.037 0 2.261 0 2.841 0 3.518 0 1.78 0 0.21548 0 1 0.05
1649.892 639.43 23.819 0 22.371 0 20.748 0 19.635 0 18.411 0 17.136 0 16.494 0 16.231 0 1.448 0 1.623 0 2.337 0 1.224 0 0.27944 0 1 0.06667
1604.594 797.918 23.43 0 22.139 0 20.52 0 19.512 0 18.587 0 17.241 0 16.438 0 16.225 0 1.291 0 1.619 0 1.933 0 0.925 0 0.12532 0 1 0
275.528 49.217 21.486 0 20.681 0 19.288 0 18.441 0 17.612 0 16.441 0 15.817 0 15.623 0 0.805 0 1.393 0 1.676 0 0.829 0 -0.19796 0 1 0
1762.599 1436.981 23.843 0 22.687 0 20.914 0 19.816 0 18.718 0 17.143 0 16.364 0 16.083 0 1.156 0 1.773 0 2.196 0 1.098 0 -0.12056 0 1 0.01667
1783.141 740.59 22.055 0 21.153 0 19.584 0 18.587 0 17.559 0 16.113 0 15.457 0 15.189 0 0.902 0 1.569 0 2.025 0 1.028 0 -0.22768 0 1 0.375
89.727 1021.145 22.421 0 21.096 0 19.543 0 18.453 0 17.304 0 16.042 0 15.369 0 15.136 0 1.325 0 1.553 0 2.239 0 1.149 0 0.20684 0 1 0.01667
175.753 1675.808 18.463 0 18.008 0 16.952 0 16.301 0 15.665 0 14.795 0 14.323 0 14.185 0 0.455 0 1.056 0 1.287 0 0.636 0 -0.30532 0 1 0.00833
1255.605 5.178 18.468 0 17.946 0 16.829 0 16.13 0 15.435 0 14.475 0 13.973 0 13.813 0 0.522 0 1.117 0 1.394 0 0.695 0 -0.28224 0 1 0
1132.845 152.361 21.247 0 20.38 0 18.872 0 17.92 0 16.946 0 15.577 0 14.938 0 14.688 0 0.867 0 1.508 0 1.926 0 0.974 0 -0.21876 0 1 0.09167
1550.004 372.901 24.952 0 23.169 0 20.857 0 19.447 0 18.027 0 15.953 0 14.944 0 14.566 0 1.783 0 2.312 0 2.83 0 1.42 0 0.11836 0 1 0.01667
443.756 561.25 18.622 0 17.49 0 16.164 0 15.267 0 14.459 0 13.457 0 12.755 0 12.614 0 1.132 0 1.326 0 1.705 0 0.808 0 0.17728 0 1 0
255.915 2028.34 17.358 0 16.852 0 15.763 0 15.086 0 14.414 0 13.492 0 13.014 0 12.861 0 0.506 0 1.089 0 1.349 0 0.672 0 -0.27808 0 1 0
1404.488 839.287 19.869 0 19.198 0 17.919 0 17.115 0 16.302 0 15.172 0 14.626 0 14.427 0 0.671 0 1.279 0 1.617 0 0.813 0 -0.24988 0 1 0.01667
1630.529 679.559 22.284 0 21.436 0 19.936 0 19.001 0 18.054 0 16.724 0 16.085 0 15.848 0 0.848 0 1.5 0 1.882 0 0.947 0 -0.232 0 1 0.00833
1779.064 1817.569 20.058 0 19.43 0 18.189 0 17.412 0 16.632 0 15.552 0 15.02 0 14.833 0 0.628 0 1.241 0 1.557 0 0.78 0 -0.26552 0 1 0
120.632 500.334 23.015 0 22.037 0 20.397 0 19.356 0 18.28 0 16.764 0 16.088 0 15.803 0 0.978 0 1.64 0 2.117 0 1.076 0 -0.2028 0 1 0.00833
1400.695 558.033 26.764 0 23.512 0 20.179 0 18.157 0 16.11 0 13.104 0 11.626 0 11.059 0 3.252 0 3.333 0 4.069 0 2.047 0 0.85224 0 1 0.01667
1392.806 1021.46 23.247 0 21.924 0 20.254 0 19.208 0 18.233 0 16.824 0 15.997 0 15.767 0 1.323 0 1.67 0 2.021 0 0.975 0 0.1206 0 1 0.175
1103.141 373.496 21.798 0 20.829 0 19.209 0 18.187 0 17.135 0 15.654 0 14.983 0 14.707 0 0.969 0 1.62 0 2.074 0 1.052 0 -0.1974 0 1 0.175
810.552 1775.576 22.8 0 21.83 0 20.207 0 19.179 0 18.119 0 16.625 0 15.957 0 15.676 0 0.97 0 1.623 0 2.088 0 1.06 0 -0.19856 0 1 0.08333
1254.299 563.702 23.388 0 22.085 0 20.449 0 19.438 0 18.506 0 17.152 0 16.361 0 16.146 0 1.303 0 1.636 0 1.943 0 0.932 0 0.12508 0 1 0
1834.829 1530.284 22.009 0 21.073 0 19.487 0 18.488 0 17.467 0 16.03 0 15.371 0 15.106 0 0.936 0 1.586 0 2.02 0 1.021 0 -0.20592 0 1 0.525
358.41 1090.734 24.198 0 22.469 0 20.148 0 18.717 0 17.273 0 15.152 0 14.118 0 13.728 0 1.729 0 2.321 0 2.875 0 1.444 0 0.05788 0 1 0.03333
658.601 553.213 19.545 0 18.806 0 17.539 0 16.771 0 16.046 0 15.017 0 14.42 0 14.259 0 0.739 0 1.267 0 1.493 0 0.725 0 -0.17324 0 1 0.00833
1992.712 113.026 20.702 0 19.841 0 18.503 0 17.707 0 16.96 0 15.898 0 15.285 0 15.122 0 0.861 0 1.338 0 1.543 0 0.747 0 -0.10236 0 1 0.025
712.588 1086.686 22.943 0 21.983 0 20.369 0 19.354 0 18.316 0 16.855 0 16.189 0 15.918 0 0.96 0 1.614 0 2.053 0 1.038 0 -0.20208 0 1 0.01667
577.386 917.289 27.04 0 24.031 0 20.806 0 18.849 0 16.875 0 13.955 0 12.545 0 11.995 0 3.009 0 3.225 0 3.931 0 1.974 0 0.687 0 1 0.01667
1887.857 276.104 22.949 0 21.777 0 20.181 0 19.214 0 18.302 0 16.985 0 16.257 0 16.042 0 1.172 0 1.596 0 1.879 0 0.912 0 0.02288 0 1 0
1541.779 1321.407 24.333 0 22.873 0 20.756 0 19.435 0 18.082 0 16.13 0 15.24 0 14.872 0 1.46 0 2.117 0 2.674 0 1.353 0 -0.06424 0 1 0.00833
1526.368 237.683 22.44 0 21.38 0 19.841 0 18.914 0 18.029 0 16.762 0 16.078 0 15.87 0 1.06 0 1.539 0 1.812 0 0.885 0 -0.04808 0 1 0.01667
612.873 1674.084 23.747 0 22.314 0 20.698 0 19.57 0 18.298 0 16.988 0 16.336 0 16.071 0 1.433 0 1.616 0 2.4 0 1.272 0 0.26948 0 1 0.05833
972.307 1977.098 23.229 0 21.96 0 20.32 0 19.324 0 18.395 0 17.05 0 16.3 0 16.082 0 1.269 0 1.64 0 1.925 0 0.929 0 0.0882 0 1 0.025
1748.803 875.877 22.325 0 21.317 0 19.691 0 18.677 0 17.65 0 16.202 0 15.54 0 15.273 0 1.008 0 1.626 0 2.041 0 1.027 0 -0.16272 0 1 0.00833
461.527 365.74 19.112 0 18.736 0 17.704 0 16.985 0 16.208 0 15.145 0 14.77 0 14.54 0 0.376 0 1.032 0 1.496 0 0.777 0 -0.36704 0 1 0
830.922 240.127 23.327 0 21.828 0 20.175 0 19.016 0 17.657 0 16.316 0 15.699 0 15.422 0 1.499 0 1.653 0 2.518 0 1.359 0 0.30884 0 1 0
739.513 1225.179 22.578 0 21.567 0 19.995 0 19.039 0 18.102 0 16.775 0 16.118 0 15.887 0 1.011 0 1.572 0 1.893 0 0.937 0 -0.12084 0 1 0
1137.03 886.204 22.98 0 21.806 0 20.187 0 19.213 0 18.287 0 16.958 0 16.252 0 16.03 0 1.174 0 1.619 0 1.9 0 0.926 0 0.00832 0 1 0.00833
23.967 1173.967 23.481 0 22.331 0 20.554 0 19.444 0 18.312 0 16.711 0 16 0 15.698 0 1.15 0 1.777 0 2.242 0 1.132 0 -0.12944 0 1 0.29167
1802.449 1828.136 23.12 0 21.675 0 20.053 0 18.956 0 17.872 0 16.498 0 15.674 0 15.459 0 1.445 0 1.622 0 2.181 0 1.084 0 0.27716 0 1 0.00833
1636.232 328.052 21.362 0 20.395 0 18.835 0 17.87 0 16.903 0 15.545 0 14.913 0 14.666 0 0.967 0 1.56 0 1.932 0 0.967 0 -0.1562 0 1 0.00833
572.389 857.115 23.555 0 22.439 0 20.735 0 19.688 0 18.647 0 17.17 0 16.473 0 16.206 0 1.116 0 1.704 0 2.088 0 1.041 0 -0.11088 0 1 0.00833
1158.794 262.263 15.743 0 15.279 0 14.327 0 13.766 0 13.253 0 12.562 0 12.16 0 12.06 0 0.464 0 0.952 0 1.074 0 0.513 0 -0.22144 0 1 0
233.636 138.916 24.003 0 22.46 0 20.704 0 19.584 0 18.532 0 17.053 0 16.192 0 15.954 0 1.543 0 1.756 0 2.172 0 1.052 0 0.27868 0 1 0.05833
1063.956 933.613 23.391 0 22.215 0 20.446 0 19.348 0 18.238 0 16.671 0 15.979 0 15.683 0 1.176 0 1.769 0 2.208 0 1.11 0 -0.09768 0 1 0.46667
398.845 1073.512 17.136 0 16.812 0 15.925 0 15.341 0 14.743 0 13.936 0 13.525 0 13.392 0 0.324 0 0.887 0 1.182 0 0.598 0 -0.31464 0 1 0.075
1855.956 442.945 21.64 0 20.944 0 19.514 0 18.603 0 17.665 0 16.355 0 15.716 0 15.483 0 0.696 0 1.43 0 1.849 0 0.938 0 -0.3336 0 1 0
72.812 1256.142 22.778 0 21.501 0 19.915 0 18.886 0 17.968 0 16.679 0 15.862 0 15.649 0 1.277 0 1.586 0 1.947 0 0.918 0 0.13508 0 1 0.00833
837.389 435.034 18.814 0 18.234 0 17.056 0 16.284 0 15.481 0 14.369 0 13.852 0 13.652 0 0.58 0 1.178 0 1.575 0 0.803 0 -0.26816 0 1 0.025
1493.118 234.849 23.53 0 22.534 0 20.865 0 19.772 0 18.611 0 16.974 0 16.278 0 15.962 0 0.996 0 1.669 0 2.254 0 1.161 0 -0.20568 0 1 0.025
57.521 140.278 24.732 0 23.026 0 20.659 0 19.199 0 17.695 0 15.507 0 14.463 0 14.059 0 1.706 0 2.367 0 2.964 0 1.504 0 0.00176 0 1 0
351.452 832.589 22.83 0 21.957 0 20.421 0 19.416 0 18.354 0 16.863 0 16.217 0 15.934 0 0.873 0 1.536 0 2.067 0 1.062 0 -0.23292 0 1 0
1644.007 2030.981 18.942 0 18.445 0 17.324 0 16.597 0 15.849 0 14.819 0 14.315 0 14.136 0 0.497 0 1.121 0 1.475 0 0.748 0 -0.31012 0 1 0.01667
141.608 964.738 22.048 0 21.12 0 19.623 0 18.698 0 17.799 0 16.509 0 15.782 0 15.567 0 0.928 0 1.497 0 1.824 0 0.899 0 -0.14984 0 1 0.01667
1686.396 62.166 18.94 0 18.413 0 17.283 0 16.549 0 15.793 0 14.752 0 14.251 0 14.068 0 0.527 0 1.13 0 1.49 0 0.756 0 -0.2866 0 1 0.025
429.908 1164.092 23.403 0 22.448 0 20.79 0 19.714 0 18.584 0 16.987 0 16.276 0 15.973 0 0.955 0 1.658 0 2.206 0 1.13 0 -0.23876 0 1 0.025
849.563 342.533 21.555 0 20.852 0 19.503 0 18.625 0 17.708 0 16.433 0 15.857 0 15.622 0 0.703 0 1.349 0 1.795 0 0.917 0 -0.26828 0 1 0.01667
970.037 666.695 23.748 0 22.678 0 20.92 0 19.774 0 18.562 0 16.846 0 16.113 0 15.781 0 1.07 0 1.758 0 2.358 0 1.212 0 -0.19576 0 1 0
2045.633 1152.453 20.265 0 19.46 0 17.998 0 17.075 0 16.13 0 14.801 0 14.154 0 13.917 0 0.805 0 1.462 0 1.868 0 0.945 0 -0.24764 0 1 0.00833
317.113 945.928 21.042 0 20.22 0 18.762 0 17.814 0 16.818 0 15.424 0 14.81 0 14.547 0 0.822 0 1.458 0 1.944 0 0.996 0 -0.22776 0 1 0.04167
774.424 491.11 22.943 0 22.041 0 20.43 0 19.391 0 18.308 0 16.781 0 16.089 0 15.803 0 0.902 0 1.611 0 2.122 0 1.083 0 -0.25792 0 1 0
145.457 155.276 23.336 0 21.895 0 19.841 0 18.584 0 17.308 0 15.458 0 14.542 0 14.21 0 1.441 0 2.054 0 2.533 0 1.276 0 -0.03788 0 1 0.025
1836.821 208.156 19.674 0 19.198 0 18.076 0 17.355 0 16.621 0 15.614 0 15.115 0 14.942 0 0.476 0 1.122 0 1.455 0 0.734 0 -0.33184 0 1 0.01667
463.743 763.307 19.773 0 19.164 0 17.978 0 17.262 0 16.577 0 15.618 0 15.053 0 14.906 0 0.609 0 1.186 0 1.401 0 0.685 0 -0.24492 0 1 0.00833
106.509 591.773 21.13 0 20.43 0 19.109 0 18.251 0 17.357 0 16.112 0 15.554 0 15.324 0 0.7 0 1.321 0 1.752 0 0.894 0 -0.25112 0 1 0
1553.293 367.782 22.959 0 21.988 0 20.336 0 19.263 0 18.134 0 16.543 0 15.855 0 15.551 0 0.971 0 1.652 0 2.202 0 1.129 0 -0.21844 0 1 0.04167
1087.491 1421.847 24.566 0 22.557 0 20.016 0 18.472 0 16.9 0 14.592 0 13.472 0 13.048 0 2.009 0 2.541 0 3.116 0 1.572 0 0.17948 0 1 0.00833
2010.729 2013.053 20.629 0 19.922 0 18.576 0 17.704 0 16.799 0 15.538 0 14.965 0 14.733 0 0.707 0 1.346 0 1.777 0 0.905 0 -0.26212 0 1 0
340.294 1626.849 20.784 0 19.583 0 18.14 0 17.197 0 16.377 0 15.256 0 14.492 0 14.321 0 1.201 0 1.443 0 1.763 0 0.82 0 0.16204 0 1 0.10833
247.645 185.322 18.951 0 18.5 0 17.443 0 16.763 0 16.072 0 15.129 0 14.663 0 14.502 0 0.451 0 1.057 0 1.371 0 0.691 0 -0.31004 0 1 0
1094.698 1774.62 23.392 0 22.375 0 20.702 0 19.655 0 18.603 0 17.098 0 16.336 0 16.069 0 1.017 0 1.673 0 2.099 0 1.052 0 -0.18756 0 1 0
1881.969 1625.457 16.731 0 16.471 0 15.61 0 15.073 0 14.554 0 13.861 0 13.456 0 13.356 0 0.26 0 0.861 0 1.056 0 0.519 0 -0.35992 0 1 0.00833
1652.55 278.971 19.139 0 18.395 0 17.037 0 16.2 0 15.363 0 14.188 0 13.579 0 13.38 0 0.744 0 1.358 0 1.674 0 0.837 0 -0.23376 0 1 0
538.864 325.462 20.886 0 20.142 0 18.762 0 17.874 0 16.955 0 15.673 0 15.086 0 14.85 0 0.744 0 1.38 0 1.807 0 0.919 0 -0.2496 0 1 0.00833
1916.77 1089.741 21.422 0 20.191 0 18.726 0 17.715 0 16.719 0 15.592 0 14.945 0 14.74 0 1.231 0 1.465 0 2.007 0 0.996 0 0.1762 0 1 0.65833
335.696 83.158 19.26 0 18.208 0 16.936 0 16.128 0 15.455 0 14.49 0 13.775 0 13.648 0 1.052 0 1.272 0 1.481 0 0.673 0 0.13616 0 1 0
1159.292 446.361 22.489 0 21.222 0 19.702 0 18.663 0 17.668 0 16.477 0 15.774 0 15.566 0 1.267 0 1.52 0 2.034 0 0.995 0 0.1726 0 1 0.28333
211.367 464.196 23.814 0 22.604 0 20.893 0 19.827 0 18.793 0 17.301 0 16.477 0 16.22 0 1.21 0 1.711 0 2.1 0 1.034 0 -0.02192 0 1 0.025
201.182 1233.539 22.339 0 21.549 0 20.075 0 19.147 0 18.202 0 16.876 0 16.239 0 16.002 0 0.79 0 1.474 0 1.873 0 0.945 0 -0.27128 0 1 0
54.555 1472.857 22.677 0 21.794 0 20.224 0 19.22 0 18.186 0 16.72 0 16.024 0 15.754 0 0.883 0 1.57 0 2.038 0 1.034 0 -0.2474 0 1 0.00833
1559.065 1168.139 22.471 0 21.648 0 20.149 0 19.186 0 18.187 0 16.789 0 16.158 0 15.898 0 0.823 0 1.499 0 1.962 0 0.999 0 -0.25628 0 1 0.025
1751.443 206.382 21.928 0 21.069 0 19.557 0 18.584 0 17.572 0 16.151 0 15.517 0 15.251 0 0.859 0 1.512 0 1.985 0 1.012 0 -0.22964 0 1 0.35833
1717.934 2004.332 23.195 0 22.249 0 20.635 0 19.592 0 18.5 0 16.964 0 16.297 0 16.004 0 0.946 0 1.614 0 2.135 0 1.092 0 -0.21608 0 1 0
1274.388 453.515 19.18 0 18.7 0 17.59 0 16.903 0 16.225 0 15.293 0 14.791 0 14.642 0 0.48 0 1.11 0 1.365 0 0.678 0 -0.3192 0 1 0
323.103 1323.801 20.495 0 19.824 0 18.534 0 17.706 0 16.853 0 15.668 0 15.12 0 14.905 0 0.671 0 1.29 0 1.681 0 0.853 0 -0.2578 0 1 0.00833
1893.166 1494.929 23.556 0 22.408 0 20.696 0 19.638 0 18.597 0 17.099 0 16.312 0 16.052 0 1.148 0 1.712 0 2.099 0 1.041 0 -0.08464 0 1 0.00833
261.742 1707.863 23.393 0 22.267 0 20.655 0 19.67 0 18.722 0 17.356 0 16.606 0 16.378 0 1.126 0 1.612 0 1.933 0 0.948 0 -0.03464 0 1 0.03333
308.948 859.373 21.314 0 20.513 0 19.072 0 18.149 0 17.196 0 15.862 0 15.254 0 15.008 0 0.801 0 1.441 0 1.876 0 0.953 0 -0.23652 0 1 0.05833
1027.08 1399.653 19.686 0 18.646 0 17.019 0 16.017 0 15.025 0 13.579 0 12.795 0 12.549 0 1.04 0 1.627 0 1.994 0 0.992 0 -0.13144 0 1 0.01667
1463.909 594.503 23.869 0 22.686 0 20.917 0 19.826 0 18.742 0 17.186 0 16.398 0 16.124 0 1.183 0 1.769 0 2.175 0 1.084 0 -0.09068 0 1 0.025
2016.98 631.122 23.465 0 22.436 0 20.708 0 19.621 0 18.504 0 16.922 0 16.188 0 15.896 0 1.029 0 1.728 0 2.204 0 1.117 0 -0.21516 0 1 0.04167
783.448 675.354 23.741 0 22.485 0 20.83 0 19.809 0 18.847 0 17.453 0 16.659 0 16.431 0 1.256 0 1.655 0 1.983 0 0.962 0 0.0644 0 1 0.06667
544.714 393.628 22.922 0 21.969 0 20.349 0 19.309 0 18.226 0 16.702 0 16.032 0 15.743 0 0.953 0 1.62 0 2.123 0 1.083 0 -0.2134 0 1 0.00833
246.854 1215.784 19.676 0 18.566 0 17.255 0 16.421 0 15.722 0 14.725 0 13.996 0 13.864 0 1.11 0 1.311 0 1.533 0 0.699 0 0.16608 0 1 0
976.642 1151.348 21.729 0 20.848 0 19.424 0 18.564 0 17.732 0 16.551 0 15.902 0 15.71 0 0.881 0 1.424 0 1.692 0 0.832 0 -0.14428 0 1 0.01667
2031.231 643.526 22.062 0 21.139 0 19.676 0 18.791 0 17.935 0 16.716 0 16.05 0 15.85 0 0.923 0 1.463 0 1.741 0 0.856 0 -0.13036 0 1 0.03333
1008.436 1248.031 23.332 0 22.235 0 20.622 0 19.638 0 18.683 0 17.312 0 16.578 0 16.347 0 1.097 0 1.613 0 1.939 0 0.955 0 -0.06436 0 1 0
1673.347 1831.034 20.789 0 18.614 0 16.284 0 14.913 0 13.58 0 11.6 0 10.509 0 10.168 0 2.175 0 2.33 0 2.704 0 1.333 0 0.4974 0 1 0.00833
1207.168 631.858 22.98 0 22.067 0 20.478 0 19.468 0 18.424 0 16.956 0 16.293 0 16.02 0 0.913 0 1.589 0 2.054 0 1.044 0 -0.23108 0 1 0
299.931 791.198 24.099 0 22.666 0 20.994 0 19.883 0 18.857 0 17.491 0 16.649 0 16.428 0 1.433 0 1.672 0 2.137 0 1.026 0 0.22916 0 1 0
1150.352 1666.576 20.663 0 19.677 0 18.072 0 17.073 0 16.071 0 14.627 0 13.886 0 13.632 0 0.986 0 1.605 0 2.001 0 1.002 0 -0.1696 0 1 0.1
1349.746 1946.5 22.092 0 20.745 0 19.18 0 18.171 0 17.28 0 16.018 0 15.194 0 15.004 0 1.347 0 1.565 0 1.9 0 0.891 0 0.2202 0 1 0.025
1284.084 1691.291 18.613 0 18.143 0 17.072 0 16.409 0 15.755 0 14.862 0 14.387 0 14.243 0 0.47 0 1.071 0 1.317 0 0.654 0 -0.30112 0 1 0.00833
458.151 946.674 22.565 0 21.44 0 19.911 0 18.979 0 18.109 0 16.851 0 16.119 0 15.92 0 1.125 0 1.529 0 1.802 0 0.87 0 0.02412 0 1 0
1039.837 869.601 18.983 0 18.337 0 17.107 0 16.332 0 15.547 0 14.459 0 13.932 0 13.74 0 0.646 0 1.23 0 1.56 0 0.785 0 -0.2396 0 1 0.025
129.207 1325.509 20.772 0 19.474 0 17.736 0 16.703 0 15.706 0 14.253 0 13.458 0 13.217 0 1.298 0 1.738 0 2.03 0 0.997 0 0.04664 0 1 0.06667
1399.429 1783.012 23.921 0 22.558 0 20.959 0 19.822 0 18.596 0 17.252 0 16.557 0 16.31 0 1.363 0 1.599 0 2.363 0 1.226 0 0.21172 0 1 0.05
1013.328 1575.993 20.617 0 19.867 0 18.499 0 17.645 0 16.791 0 15.589 0 14.986 0 14.776 0 0.75 0 1.368 0 1.708 0 0.854 0 -0.23496 0 1 0
1147.273 1092.274 23.767 0 22.602 0 20.918 0 19.892 0 18.891 0 17.454 0 16.705 0 16.46 0 1.165 0 1.684 0 2.027 0 1.001 0 -0.04748 0 1 0.04167
1963.845 92.519 20.776 0 18.567 0 16.195 0 14.788 0 13.419 0 11.396 0 10.278 0 9.927 0 2.209 0 2.372 0 2.776 0 1.369 0 0.50116 0 1 0.00833
271.778 483.234 19.091 0 18.406 0 17.13 0 16.342 0 15.559 0 14.469 0 13.916 0 13.73 0 0.685 0 1.276 0 1.571 0 0.783 0 -0.23372 0 1 0.025
1404.013 1040.932 20.734 0 19.635 0 18.265 0 17.425 0 16.691 0 15.626 0 14.927 0 14.777 0 1.099 0 1.37 0 1.574 0 0.734 0 0.1126 0 1 0.04167
859.596 1116.089 23.281 0 21.911 0 20.29 0 19.27 0 18.355 0 17.028 0 16.21 0 16.006 0 1.37 0 1.621 0 1.935 0 0.915 0 0.20288 0 1 0.00833
870.115 1874.335 23.083 0 22.089 0 20.441 0 19.401 0 18.334 0 16.829 0 16.152 0 15.871 0 0.994 0 1.648 0 2.107 0 1.067 0 -0.19256 0 1 0.00833
234.75 447.577 22.641 0 21.391 0 19.507 0 18.337 0 17.149 0 15.441 0 14.634 0 14.32 0 1.25 0 1.884 0 2.358 0 1.188 0 -0.10648 0 1 0.01667
