x y U eU B eB V eV R eR I eI J eJ H eH K eK U_B eU_B B_V eB_V V_I eV_I R_I eR_I Q_UB eQ_UB field probability
1024.76 1075.735 20.883 0.16 19.904 0.084 17.898 0.043 16.85 0.033 15.715 0.026 14.185 0.026 13.45 0.022 13.133 0.02 0.979 0.18071 2.006 0.09437 2.183 0.05025 1.135 0.04201 -0.46532 0.21779 0 0.45
799.223 751.234 22.361 0.298 20.814 0.119 18.677 0.051 17.36 0.037 16.035 0.028 14.196 0.026 13.293 0.021 12.962 0.019 1.547 0.32088 2.137 0.12947 2.642 0.05818 1.325 0.0464 0.00836 0.36338 0 0.01667
740.947 1135.102 22.075 0.238 20.044 0.091 17.713 0.04 16.274 0.029 14.92 0.022 13.021 0.019 12.002 0.016 11.629 0.015 2.031 0.2548 2.331 0.0994 2.793 0.04565 1.354 0.0364 0.35268 0.28631 0 0.75833
1057.766 1186.182 21.37 0.194 19.116 0.068 16.474 0.031 15.133 0.023 13.625 0.018 11.6 0.014 10.443 0.012 10.065 0.011 2.254 0.20557 2.642 0.07473 2.849 0.03585 1.508 0.02921 0.35176 0.22763 0 0.00833
1071.965 880.886 21.827 0.268 20.539 0.107 18.265 0.046 16.983 0.034 15.608 0.025 13.776 0.024 12.82 0.019 12.499 0.017 1.288 0.28857 2.274 0.11647 2.657 0.05235 1.375 0.0422 -0.34928 0.32679 0 0.99167
994.693 1200.535 22.192 0.266 20.39 0.106 18.237 0.046 16.959 0.034 15.582 0.025 13.76 0.023 12.825 0.019 12.48 0.017 1.802 0.28634 2.153 0.11555 2.655 0.05235 1.377 0.0422 0.25184 0.32418 0 0.04167
1015.124 1047.931 22.486 0.264 20.366 0.105 18.139 0.046 16.887 0.034 15.592 0.025 13.768 0.023 12.795 0.019 12.426 0.017 2.12 0.28411 2.227 0.11463 2.547 0.05235 1.295 0.0422 0.51656 0.32157 0 0.925
1484.256 1017.714 21.741 0.262 20.513 0.105 18.17 0.045 16.93 0.033 15.569 0.025 13.737 0.023 12.764 0.018 12.435 0.017 1.228 0.28226 2.343 0.11424 2.601 0.05148 1.361 0.0414 -0.45896 0.31986 0 0.99167
991.434 1083.664 21.783 0.26 20.453 0.104 18.093 0.045 16.856 0.033 15.532 0.025 13.675 0.023 12.775 0.018 12.416 0.017 1.33 0.28003 2.36 0.11332 2.561 0.05148 1.324 0.0414 -0.3692 0.31725 0 0.99167
980.167 1209.203 21.939 0.258 20.362 0.103 18.095 0.045 16.849 0.033 15.505 0.025 13.709 0.023 12.732 0.018 12.379 0.017 1.577 0.2778 2.267 0.1124 2.59 0.05148 1.344 0.0414 -0.05524 0.31464 0 0.89167
1192.038 770.011 22.354 0.255 20.373 0.103 18.163 0.045 16.814 0.033 15.542 0.025 13.648 0.023 12.706 0.018 12.347 0.017 1.981 0.27502 2.21 0.1124 2.621 0.05148 1.272 0.0414 0.3898 0.31219 0 0.85833
928.515 1109.555 21.981 0.253 20.405 0.102 18.065 0.045 16.823 0.033 15.48 0.025 13.641 0.023 12.683 0.018 12.354 0.017 1.576 0.27279 2.34 0.11149 2.585 0.05148 1.343 0.0414 -0.1088 0.30958 0 0.94167
1669.658 1012.509 21.458 0.251 20.398 0.101 18.131 0.044 16.781 0.033 15.469 0.025 13.602 0.023 12.671 0.018 12.354 0.017 1.06 0.27056 2.267 0.11017 2.662 0.05061 1.312 0.0414 -0.57224 0.30689 0 0.96667
957.692 909.821 21.728 0.249 20.35 0.101 18.011 0.044 16.811 0.033 15.421 0.024 13.618 0.023 12.664 0.018 12.307 0.017 1.378 0.2687 2.339 0.11017 2.59 0.05012 1.39 0.0408 -0.30608 0.30526 0 0.99167
1018.2 1020.875 22.05 0.247 20.262 0.1 18.061 0.044 16.715 0.032 15.395 0.024 13.593 0.022 12.642 0.018 12.288 0.017 1.788 0.26648 2.201 0.10925 2.666 0.05012 1.32 0.04 0.20328 0.30265 0 0.04167
1064.8 1001.075 21.386 0.245 20.265 0.099 17.881 0.044 16.716 0.032 15.36 0.024 13.578 0.022 12.638 0.018 12.286 0.017 1.121 0.26425 2.384 0.10834 2.521 0.05012 1.356 0.04 -0.59548 0.30004 0 0.96667
1170.999 851.177 22.084 0.243 20.139 0.099 17.959 0.043 16.713 0.032 15.404 0.024 13.532 0.022 12.602 0.018 12.303 0.017 1.945 0.26239 2.18 0.10794 2.555 0.04924 1.309 0.04 0.3754 0.29833 0 0.88333
1012.28 790.119 21.809 0.241 20.18 0.098 17.902 0.043 16.684 0.032 15.313 0.024 13.532 0.022 12.557 0.018 12.267 0.016 1.629 0.26016 2.278 0.10702 2.589 0.04924 1.371 0.04 -0.01116 0.29572 0 0.91667
1679.184 1091.201 21.945 0.239 20.119 0.097 18.003 0.043 16.684 0.032 15.355 0.024 13.506 0.022 12.557 0.018 12.234 0.016 1.826 0.25793 2.116 0.1061 2.648 0.04924 1.329 0.04 0.30248 0.29311 0 0.14167
1088.406 996.015 21.723 0.236 20.188 0.097 17.878 0.043 16.664 0.032 15.281 0.024 13.422 0.022 12.523 0.018 12.211 0.016 1.535 0.25516 2.31 0.1061 2.597 0.04924 1.383 0.04 -0.1282 0.29067 0 0.98333
1103.53 989.182 21.401 0.234 20.022 0.096 17.891 0.042 16.635 0.032 15.282 0.024 13.461 0.022 12.521 0.017 12.191 0.016 1.379 0.25293 2.131 0.10479 2.609 0.04837 1.353 0.04 -0.15532 0.28798 0 0.96667
911.988 963.928 21.983 0.232 19.924 0.095 17.839 0.042 16.595 0.031 15.247 0.024 13.48 0.022 12.488 0.017 12.152 0.016 2.059 0.2507 2.085 0.10387 2.592 0.04837 1.348 0.0392 0.5578 0.28537 0 0.99167
1192.712 858.468 22.217 0.23 20.015 0.094 17.797 0.042 16.535 0.031 15.272 0.024 13.438 0.022 12.495 0.017 12.122 0.016 2.202 0.24847 2.218 0.10296 2.525 0.04837 1.263 0.0392 0.60504 0.28276 0 0.94167
1021.572 1199.192 21.342 0.228 20.085 0.094 17.858 0.042 16.613 0.031 15.207 0.023 13.406 0.021 12.446 0.017 12.103 0.016 1.257 0.24662 2.227 0.10296 2.651 0.04789 1.406 0.0386 -0.34644 0.28114 0 0.99167
980.182 1298.725 21.29 0.226 20.04 0.093 17.824 0.041 16.546 0.031 15.181 0.023 13.371 0.021 12.446 0.017 12.094 0.016 1.25 0.24439 2.216 0.10164 2.643 0.04701 1.365 0.0386 -0.34552 0.27845 0 0.99167
1387.464 1279.122 21.667 0.223 19.915 0.092 17.803 0.041 16.458 0.031 15.171 0.023 13.301 0.021 12.414 0.017 12.033 0.016 1.752 0.24123 2.112 0.10072 2.632 0.04701 1.287 0.0386 0.23136 0.27503 0 0.05
1087.598 1047.302 21.362 0.221 20.113 0.091 17.737 0.041 16.515 0.03 15.186 0.023 13.295 0.021 12.343 0.017 12.026 0.016 1.249 0.239 2.376 0.09981 2.551 0.04701 1.329 0.0378 -0.46172 0.27242 0 0.99167
1081.627 924.295 22.027 0.219 19.91 0.09 17.692 0.041 16.482 0.03 15.111 0.023 13.238 0.021 12.335 0.017 11.964 0.016 2.117 0.23677 2.218 0.0989 2.581 0.04701 1.371 0.0378 0.52004 0.26981 0 0.99167
699.37 1674.231 21.729 0.217 19.993 0.09 17.684 0.04 16.395 0.03 15.044 0.023 13.267 0.021 12.292 0.017 11.961 0.016 1.736 0.23492 2.309 0.09849 2.64 0.04614 1.351 0.0378 0.07352 0.26811 0 0.08333
1207.659 861.711 21.674 0.215 19.9 0.089 17.654 0.04 16.425 0.03 15.035 0.023 13.215 0.02 12.258 0.017 11.926 0.015 1.774 0.23269 2.246 0.09758 2.619 0.04614 1.39 0.0378 0.15688 0.2655 0 0.025
1104.274 1006.803 21.168 0.213 19.793 0.088 17.656 0.04 16.345 0.03 14.988 0.022 13.208 0.02 12.223 0.016 11.914 0.015 1.375 0.23046 2.137 0.09666 2.668 0.04565 1.357 0.0372 -0.16364 0.26288 0 0.96667
1076.795 815.613 21.497 0.211 19.854 0.087 17.567 0.039 16.3 0.029 14.974 0.022 13.152 0.02 12.198 0.016 11.864 0.015 1.643 0.22823 2.287 0.09534 2.593 0.04478 1.326 0.0364 -0.00364 0.2602 0 0.9
1205.081 878.683 21.38 0.209 19.813 0.086 17.49 0.039 16.216 0.029 14.905 0.022 13.077 0.02 12.121 0.016 11.742 0.015 1.567 0.226 2.323 0.09443 2.585 0.04478 1.311 0.0364 -0.10556 0.25758 0 0.98333
1095.08 1145.347 21.867 0.206 19.698 0.085 17.477 0.038 16.235 0.029 14.856 0.022 12.956 0.019 12.016 0.016 11.685 0.015 2.169 0.22285 2.221 0.09311 2.621 0.04391 1.379 0.0364 0.56988 0.25408 0 0.99167
744.673 929.182 21.15 0.203 19.619 0.082 17.288 0.037 16.04 0.028 14.707 0.021 12.842 0.019 11.844 0.015 11.514 0.014 1.531 0.21894 2.331 0.08996 2.581 0.04254 1.333 0.035 -0.14732 0.24862 0 0.98333
1268.711 945.345 21.213 0.176 18.924 0.066 16.419 0.03 15.096 0.023 13.617 0.018 11.685 0.015 10.557 0.012 10.21 0.012 2.289 0.18797 2.505 0.0725 2.802 0.03499 1.479 0.02921 0.4854 0.21055 0 0.00833
794.558 947.881 21.073 0.168 19.514 0.08 16.779 0.033 14.126 0.019 11.189 0.012 7.198 0.009 5.727 0.009 5.209 0.009 1.559 0.18608 2.735 0.08654 5.59 0.03511 2.937 0.02247 -0.4102 0.21845 0 0
167.619 63.707 21.417 0 20.087 0 18.631 0 17.681 0 16.825 0 15.682 0 14.904 0 14.746 0 1.33 0 1.456 0 1.806 0 0.856 0 0.28168 0 1 0.05833
1762.595 1367.099 21.016 0 20.168 0 18.907 0 18.065 0 17.141 0 15.818 0 15.36 0 15.069 0 0.848 0 1.261 0 1.766 0 0.924 0 -0.05992 0 1 0.04167
489.692 882.469 23.931 0 22.696 0 20.949 0 19.784 0 18.504 0 16.66 0 16.023 0 15.618 0 1.235 0 1.747 0 2.445 0 1.28 0 -0.02284 0 1 0.275
737.393 393.533 20.971 0 19.771 0 18.37 0 17.473 0 16.707 0 15.618 0 14.856 0 14.705 0 1.2 0 1.401 0 1.663 0 0.766 0 0.19128 0 1 0.05
1869.774 1356.726 21.786 0 21.019 0 19.601 0 18.708 0 17.799 0 16.53 0 15.931 0 15.703 0 0.767 0 1.418 0 1.802 0 0.909 0 -0.25396 0 1 0.06667
529.707 2005.041 23.328 0 22.23 0 20.56 0 19.536 0 18.522 0 17.089 0 16.421 0 16.161 0 1.098 0 1.67 0 2.038 0 1.014 0 -0.1044 0 1 0
184.413 1890.564 18.361 0 17.624 0 16.589 0 15.93 0 15.244 0 14.269 0 13.885 0 13.685 0 0.737 0 1.035 0 1.345 0 0.686 0 -0.0082 0 1 0.025
742.435 1213.82 19.801 0 18.977 0 17.961 0 17.318 0 16.612 0 15.585 0 15.223 0 14.998 0 0.824 0 1.016 0 1.349 0 0.706 0 0.09248 0 1 0
1887.325 1571.845 16.644 0 16.369 0 15.63 0 15.12 0 14.571 0 13.819 0 13.554 0 13.391 0 0.275 0 0.739 0 1.059 0 0.549 0 -0.25708 0 1 0
1883.215 58.166 20.862 0 20.099 0 18.709 0 17.761 0 16.73 0 15.28 0 14.775 0 14.459 0 0.763 0 1.39 0 1.979 0 1.031 0 -0.2378 0 1 0.03333
751.914 862.71 23.398 0 22.301 0 20.759 0 19.76 0 18.68 0 17.14 0 16.557 0 16.238 0 1.097 0 1.542 0 2.079 0 1.08 0 -0.01324 0 1 0.53333
1541.356 358.306 16.578 0 16.132 0 15.4 0 14.939 0 14.464 0 13.805 0 13.535 0 13.407 0 0.446 0 0.732 0 0.936 0 0.475 0 -0.08104 0 1 0
1395.801 177.06 24.092 0 22.963 0 20.828 0 19.388 0 17.816 0 15.604 0 14.835 0 14.357 0 1.129 0 2.135 0 3.012 0 1.572 0 -0.4082 0 1 0
1121.69 994.811 23.654 0 22.314 0 20.744 0 19.616 0 18.395 0 17.054 0 16.349 0 16.112 0 1.34 0 1.57 0 2.349 0 1.221 0 0.2096 0 1 0.075
508.942 991.222 18.084 0 17.488 0 16.548 0 15.954 0 15.343 0 14.494 0 14.151 0 13.982 0 0.596 0 0.94 0 1.205 0 0.611 0 -0.0808 0 1 0.00833
1052.974 589.461 17.929 0 17.243 0 16.392 0 15.855 0 15.281 0 14.449 0 14.151 0 13.97 0 0.686 0 0.851 0 1.111 0 0.574 0 0.07328 0 1 0.00833
1215.565 514.321 23.244 0 22.186 0 20.538 0 19.485 0 18.392 0 16.853 0 16.218 0 15.915 0 1.058 0 1.648 0 2.146 0 1.093 0 -0.12856 0 1 0.025
1323.385 1054.85 17.439 0 16.8 0 16.011 0 15.515 0 14.984 0 14.213 0 13.939 0 13.771 0 0.639 0 0.789 0 1.027 0 0.531 0 0.07092 0 1 0.04167
1407.335 1619.443 20.985 0 20.235 0 18.967 0 18.143 0 17.277 0 16.069 0 15.564 0 15.33 0 0.75 0 1.268 0 1.69 0 0.866 0 -0.16296 0 1 0.05
170.269 1615.388 15.631 0 15.154 0 14.5 0 14.091 0 13.656 0 13.033 0 12.799 0 12.668 0 0.477 0 0.654 0 0.844 0 0.435 0 0.00612 0 1 0
27.792 2004.518 23.638 0 22.259 0 20.546 0 19.427 0 18.192 0 16.385 0 15.761 0 15.362 0 1.379 0 1.713 0 2.354 0 1.235 0 0.14564 0 1 0.025
1457.424 95.22 21.901 0 20.936 0 19.374 0 18.411 0 17.455 0 16.105 0 15.455 0 15.214 0 0.965 0 1.562 0 1.919 0 0.956 0 -0.15964 0 1 0.04167
1233.712 511.467 18.416 0 17.947 0 17.014 0 16.408 0 15.779 0 14.919 0 14.537 0 14.379 0 0.469 0 0.933 0 1.235 0 0.629 0 -0.20276 0 1 0.03333
438.215 1583.952 18.384 0 17.711 0 16.687 0 16.031 0 15.341 0 14.37 0 13.982 0 13.787 0 0.673 0 1.024 0 1.346 0 0.69 0 -0.06428 0 1 0
1855.96 498.232 22.964 0 21.532 0 19.896 0 18.82 0 17.826 0 16.48 0 15.638 0 15.429 0 1.432 0 1.636 0 2.07 0 0.994 0 0.25408 0 1 0.1
429.325 1615.005 22.079 0 21.148 0 19.687 0 18.744 0 17.758 0 16.371 0 15.805 0 15.531 0 0.931 0 1.461 0 1.929 0 0.986 0 -0.12092 0 1 0.01667
759.436 371.945 14.556 0 14.603 0 13.949 0 13.479 0 12.983 0 12.341 0 12.112 0 11.978 0 -0.047 0 0.654 0 0.966 0 0.496 0 -0.51788 0 1 0.05833
1977.043 834.284 21.586 0 20.528 0 19.19 0 18.309 0 17.341 0 15.927 0 15.442 0 15.129 0 1.058 0 1.338 0 1.849 0 0.968 0 0.09464 0 1 0.00833
1483.635 514.314 22.248 0 21.075 0 19.602 0 18.671 0 17.842 0 16.644 0 15.867 0 15.686 0 1.173 0 1.473 0 1.76 0 0.829 0 0.11244 0 1 0.00833
458.072 1664.014 23.119 0 21.771 0 20.188 0 19.171 0 18.271 0 16.985 0 16.157 0 15.96 0 1.348 0 1.583 0 1.917 0 0.9 0 0.20824 0 1 0.01667
433.695 1359.251 17.319 0 16.797 0 15.971 0 15.419 0 14.815 0 13.954 0 13.657 0 13.468 0 0.522 0 0.826 0 1.156 0 0.604 0 -0.07272 0 1 0.10833
217.366 991.253 21.086 0 20.012 0 18.629 0 17.744 0 16.794 0 15.423 0 14.923 0 14.631 0 1.074 0 1.383 0 1.835 0 0.95 0 0.07824 0 1 0.79167
1413.947 154.565 23.552 0 22.301 0 20.64 0 19.576 0 18.442 0 16.816 0 16.215 0 15.871 0 1.251 0 1.661 0 2.198 0 1.134 0 0.05508 0 1 0.025
1740.392 762.173 17.24 0 16.839 0 15.967 0 15.375 0 14.731 0 13.836 0 13.522 0 13.326 0 0.401 0 0.872 0 1.236 0 0.644 0 -0.22684 0 1 0
100.304 696.173 21.169 0 20.228 0 18.943 0 18.121 0 17.243 0 15.987 0 15.517 0 15.254 0 0.941 0 1.285 0 1.7 0 0.878 0 0.0158 0 1 0
1537.309 1942.433 23.721 0 22.627 0 20.925 0 19.877 0 18.831 0 17.345 0 16.637 0 16.369 0 1.094 0 1.702 0 2.094 0 1.046 0 -0.13144 0 1 0
137.864 1487.974 15.002 0 14.75 0 13.945 0 13.453 0 12.997 0 12.383 0 11.984 0 11.903 0 0.252 0 0.805 0 0.948 0 0.456 0 -0.3276 0 1 0.08333
1030.417 173.154 17.518 0 16.887 0 16.113 0 15.623 0 15.092 0 14.317 0 14.045 0 13.874 0 0.631 0 0.774 0 1.021 0 0.531 0 0.07372 0 1 0.03333
985.378 580.356 22.43 0 21.433 0 19.822 0 18.798 0 17.743 0 16.255 0 15.604 0 15.32 0 0.997 0 1.611 0 2.079 0 1.055 0 -0.16292 0 1 0
1707.936 1818.379 22.578 0 21.351 0 19.726 0 18.731 0 17.798 0 16.451 0 15.696 0 15.474 0 1.227 0 1.625 0 1.928 0 0.933 0 0.057 0 1 0.45833
1090.666 1560.338 20.661 0 19.902 0 18.53 0 17.664 0 16.785 0 15.558 0 14.984 0 14.762 0 0.759 0 1.372 0 1.745 0 0.879 0 -0.22884 0 1 0.01667
58.123 32.366 24.032 0 22.603 0 20.951 0 19.762 0 18.423 0 16.993 0 16.287 0 16.017 0 1.429 0 1.652 0 2.528 0 1.339 0 0.23956 0 1 0.00833
1091.531 1762.723 23.822 0 22.424 0 20.626 0 19.44 0 18.135 0 16.23 0 15.574 0 15.154 0 1.398 0 1.798 0 2.491 0 1.305 0 0.10344 0 1 0
1476.789 92.692 22.093 0 20.926 0 19.513 0 18.61 0 17.637 0 16.219 0 15.718 0 15.408 0 1.167 0 1.413 0 1.876 0 0.973 0 0.14964 0 1 0.025
1723.871 1473.807 17.543 0 17.198 0 16.233 0 15.564 0 14.843 0 13.856 0 13.509 0 13.295 0 0.345 0 0.965 0 1.39 0 0.721 0 -0.3498 0 1 0
1410.909 262.867 22.065 0 21.146 0 19.298 0 18.044 0 16.677 0 14.764 0 14.096 0 13.682 0 0.919 0 1.848 0 2.621 0 1.367 0 -0.41156 0 1 0
152.302 554.886 22.464 0 21.463 0 19.936 0 19.013 0 18.119 0 16.844 0 16.169 0 15.956 0 1.001 0 1.527 0 1.817 0 0.894 0 -0.09844 0 1 0.00833
1458.404 185.827 20.003 0 19.201 0 17.919 0 17.157 0 16.447 0 15.458 0 14.94 0 14.779 0 0.802 0 1.282 0 1.472 0 0.71 0 -0.12104 0 1 0.00833
7.485 495.636 17.606 0 16.958 0 16.165 0 15.66 0 15.112 0 14.311 0 14.032 0 13.855 0 0.648 0 0.793 0 1.053 0 0.548 0 0.07704 0 1 0.025
485.49 1910.668 23.458 0 22.408 0 20.729 0 19.678 0 18.61 0 17.106 0 16.433 0 16.152 0 1.05 0 1.679 0 2.119 0 1.068 0 -0.15888 0 1 0
760.907 529.859 21.896 0 20.915 0 19.431 0 18.539 0 17.685 0 16.475 0 15.844 0 15.641 0 0.981 0 1.484 0 1.746 0 0.854 0 -0.08748 0 1 0.025
461.517 200.985 19.087 0 18.345 0 17.204 0 16.437 0 15.599 0 14.4 0 13.986 0 13.723 0 0.742 0 1.141 0 1.605 0 0.838 0 -0.07952 0 1 0.09167
2018.97 1319.979 20.483 0 19.194 0 17.768 0 16.82 0 15.937 0 14.797 0 14.029 0 13.872 0 1.289 0 1.426 0 1.831 0 0.883 0 0.26228 0 1 0.00833
1125.48 1231.079 22.842 0 21.763 0 19.723 0 18.342 0 16.834 0 14.714 0 13.975 0 13.516 0 1.079 0 2.04 0 2.889 0 1.508 0 -0.3898 0 1 0
1288.893 635.539 21.666 0 20.681 0 19.257 0 18.397 0 17.593 0 16.439 0 15.76 0 15.581 0 0.985 0 1.424 0 1.664 0 0.804 0 -0.04028 0 1 0
1652.11 1069.101 22.791 0 21.858 0 20.299 0 19.3 0 18.262 0 16.805 0 16.178 0 15.899 0 0.933 0 1.559 0 2.037 0 1.038 0 -0.18948 0 1 0.01667
1176.862 968.723 22.453 0 21.38 0 19.602 0 18.401 0 17.088 0 15.224 0 14.576 0 14.168 0 1.073 0 1.778 0 2.514 0 1.313 0 -0.20716 0 1 0.01667
1104.311 1623.573 11.224 0 11.53 0 11.128 0 10.823 0 10.508 0 10.143 0 10.006 0 9.933 0 -0.306 0 0.402 0 0.62 0 0.315 0 -0.59544 0 1 0.03333
453.118 277.974 20.084 0 19.07 0 17.849 0 17.062 0 16.205 0 14.949 0 14.513 0 14.235 0 1.014 0 1.221 0 1.644 0 0.857 0 0.13488 0 1 0
225.084 1754.864 16.705 0 16.439 0 15.62 0 15.052 0 14.44 0 13.608 0 13.315 0 13.134 0 0.266 0 0.819 0 1.18 0 0.612 0 -0.32368 0 1 0.00833
1114.057 1670.393 17.95 0 17.369 0 16.544 0 15.997 0 15.398 0 14.535 0 14.238 0 14.047 0 0.581 0 0.825 0 1.146 0 0.599 0 -0.013 0 1 0
17.106 489.367 16.291 0 15.869 0 15.219 0 14.782 0 14.308 0 13.629 0 13.395 0 13.247 0 0.422 0 0.65 0 0.911 0 0.474 0 -0.046 0 1 0
412.209 516.163 23.709 0 22.542 0 20.707 0 19.471 0 18.119 0 16.192 0 15.523 0 15.101 0 1.167 0 1.835 0 2.588 0 1.352 0 -0.1542 0 1 0.01667
1118.936 1784.207 12.427 0 12.677 0 12.204 0 11.852 0 11.485 0 11.044 0 10.881 0 10.791 0 -0.25 0 0.473 0 0.719 0 0.367 0 -0.59056 0 1 0.00833
1488.433 1324.257 21.105 0 20.15 0 18.72 0 17.847 0 17.026 0 15.844 0 15.15 0 14.963 0 0.955 0 1.43 0 1.694 0 0.821 0 -0.0746 0 1 0
1379.872 618.861 20.677 0 19.601 0 18.206 0 17.34 0 16.562 0 15.444 0 14.722 0 14.556 0 1.076 0 1.395 0 1.644 0 0.778 0 0.0716 0 1 0.00833
638.643 828.986 21.629 0 20.434 0 18.906 0 17.973 0 17.122 0 15.893 0 15.164 0 14.971 0 1.195 0 1.528 0 1.784 0 0.851 0 0.09484 0 1 0.01667
454.397 1309.464 18.314 0 17.708 0 16.804 0 16.23 0 15.625 0 14.772 0 14.44 0 14.267 0 0.606 0 0.904 0 1.179 0 0.605 0 -0.04488 0 1 0
674.541 299.541 12.914 0 12.996 0 12.433 0 12.023 0 11.59 0 11.04 0 10.841 0 10.726 0 -0.082 0 0.563 0 0.843 0 0.433 0 -0.48736 0 1 0
306.762 980.153 18.507 0 17.879 0 16.932 0 16.295 0 15.6 0 14.604 0 14.26 0 14.042 0 0.628 0 0.947 0 1.332 0 0.695 0 -0.05384 0 1 0
152.578 1112.637 23.062 0 21.63 0 20.014 0 18.894 0 17.638 0 16.343 0 15.698 0 15.433 0 1.432 0 1.616 0 2.376 0 1.256 0 0.26848 0 1 0.00833
1321.034 425.068 23.524 0 22.462 0 20.79 0 19.76 0 18.731 0 17.271 0 16.573 0 16.311 0 1.062 0 1.672 0 2.059 0 1.029 0 -0.14184 0 1 0.00833
1853.786 811.195 18.885 0 18.245 0 17.144 0 16.402 0 15.592 0 14.447 0 14.049 0 13.798 0 0.64 0 1.101 0 1.552 0 0.81 0 -0.15272 0 1 0
1648.495 1729.406 21.414 0 20.607 0 19.203 0 18.319 0 17.423 0 16.177 0 15.614 0 15.384 0 0.807 0 1.404 0 1.78 0 0.896 0 -0.20388 0 1 0.01667
795.26 637.636 17.126 0 16.557 0 15.819 0 15.358 0 14.864 0 14.153 0 13.893 0 13.741 0 0.569 0 0.738 0 0.955 0 0.494 0 0.03764 0 1 0.03333
968.874 1601.907 23.34 0 22.378 0 20.75 0 19.71 0 18.632 0 17.116 0 16.453 0 16.165 0 0.962 0 1.628 0 2.118 0 1.078 0 -0.21016 0 1 0
1867.273 263.199 23.552 0 22.077 0 20.427 0 19.366 0 18.406 0 17.064 0 16.22 0 16.016 0 1.475 0 1.65 0 2.021 0 0.96 0 0.287 0 1 0
1641.137 876.008 18.143 0 17.613 0 16.719 0 16.117 0 15.46 0 14.529 0 14.205 0 14.002 0 0.53 0 0.894 0 1.259 0 0.657 0 -0.11368 0 1 0.03333
1491.284 118.98 23.783 0 22.599 0 20.793 0 19.58 0 18.252 0 16.354 0 15.695 0 15.279 0 1.184 0 1.806 0 2.541 0 1.328 0 -0.11632 0 1 0.01667
1367.227 971.21 15.12 0 14.739 0 14.236 0 13.915 0 13.566 0 13.061 0 12.886 0 12.773 0 0.381 0 0.503 0 0.67 0 0.349 0 0.01884 0 1 0.16667
1767.459 1232.899 21.314 0 20.439 0 18.971 0 18.06 0 17.156 0 15.88 0 15.258 0 15.032 0 0.875 0 1.468 0 1.815 0 0.904 0 -0.18196 0 1 0.05
1165.013 389.825 21.801 0 20.909 0 19.464 0 18.539 0 17.583 0 16.245 0 15.683 0 15.423 0 0.892 0 1.445 0 1.881 0 0.956 0 -0.1484 0 1 0
1104.829 101.3 19.651 0 18.836 0 17.721 0 17.016 0 16.276 0 15.22 0 14.824 0 14.603 0 0.815 0 1.115 0 1.445 0 0.74 0 0.0122 0 1 0
1067.075 138.89 17.152 0 16.755 0 15.917 0 15.337 0 14.713 0 13.843 0 13.54 0 13.351 0 0.397 0 0.838 0 1.204 0 0.624 0 -0.20636 0 1 0.00833
548.735 422.312 23.49 0 22.155 0 20.56 0 19.475 0 18.445 0 17.165 0 16.404 0 16.187 0 1.335 0 1.595 0 2.115 0 1.03 0 0.1866 0 1 0.00833
1855.807 2021.779 23.432 0 22.252 0 20.654 0 19.666 0 18.736 0 17.388 0 16.608 0 16.389 0 1.18 0 1.598 0 1.918 0 0.93 0 0.02944 0 1 0.05
352.119 1809.59 22.976 0 21.901 0 20.051 0 18.8 0 17.432 0 15.498 0 14.824 0 14.402 0 1.075 0 1.85 0 2.619 0 1.368 0 -0.257 0 1 0
1072.959 771.541 19.083 0 18.429 0 17.259 0 16.563 0 15.914 0 15.01 0 14.496 0 14.358 0 0.654 0 1.17 0 1.345 0 0.649 0 -0.1884 0 1 0.025
1154.042 227.78 23.085 0 21.713 0 20.1 0 19.094 0 18.193 0 16.888 0 16.094 0 15.893 0 1.372 0 1.613 0 1.907 0 0.901 0 0.21064 0 1 0.00833
238.131 2000.01 22.527 0 21.462 0 19.818 0 18.808 0 17.809 0 16.391 0 15.708 0 15.455 0 1.065 0 1.644 0 2.009 0 0.999 0 -0.11868 0 1 0.00833
1202.191 902.236 23.97 0 22.744 0 20.986 0 19.846 0 18.625 0 16.879 0 16.186 0 15.831 0 1.226 0 1.758 0 2.361 0 1.221 0 -0.03976 0 1 0.40833
844.16 1654.227 19.199 0 18.325 0 17.261 0 16.579 0 15.83 0 14.735 0 14.354 0 14.112 0 0.874 0 1.064 0 1.431 0 0.749 0 0.10792 0 1 0
1861.353 1072.515 23.362 0 22.415 0 20.805 0 19.769 0 18.686 0 17.163 0 16.505 0 16.214 0 0.947 0 1.61 0 2.119 0 1.083 0 -0.2122 0 1 0
1237.297 1389.941 21.744 0 20.636 0 19.301 0 18.437 0 17.487 0 16.093 0 15.612 0 15.303 0 1.108 0 1.335 0 1.814 0 0.95 0 0.1468 0 1 0.025
1987.982 450.765 20.165 0 19.396 0 18.072 0 17.225 0 16.356 0 15.146 0 14.621 0 14.391 0 0.769 0 1.324 0 1.716 0 0.869 0 -0.18428 0 1 0.01667
1672.683 909.848 19.191 0 18.292 0 17.191 0 16.475 0 15.691 0 14.541 0 14.145 0 13.89 0 0.899 0 1.101 0 1.5 0 0.784 0 0.10628 0 1 0
299.573 927.044 20.153 0 19.424 0 18.012 0 17.046 0 15.995 0 14.523 0 14.009 0 13.688 0 0.729 0 1.412 0 2.017 0 1.051 0 -0.28764 0 1 0.00833
1323.994 1050.655 22.115 0 21.123 0 19.657 0 18.769 0 17.926 0 16.717 0 16.028 0 15.835 0 0.992 0 1.466 0 1.731 0 0.843 0 -0.06352 0 1 0.025
