x y U eU B eB V eV R eR I eI J eJ H eH K eK U_B eU_B B_V eB_V V_I eV_I R_I eR_I Q_UB eQ_UB field probability
1410.739 1508.44 23.99 0 22.588 0 20.841 0 19.738 0 18.708 0 17.217 0 16.353 0 16.107 0 1.402 0 1.747 0 2.133 0 1.03 0 0.14416 0 1 0
1880.673 319.326 22.546 0 21.593 0 20.069 0 19.141 0 18.231 0 16.937 0 16.26 0 16.041 0 0.953 0 1.524 0 1.838 0 0.91 0 -0.14428 0 1 0.01667
1302.513 289.656 22.722 0 20.799 0 18.393 0 16.949 0 15.495 0 13.362 0 12.331 0 11.942 0 1.923 0 2.406 0 2.898 0 1.454 0 0.19068 0 1 0
59.332 1926.551 24.001 0 22.429 0 20.733 0 19.525 0 18.069 0 16.671 0 16.072 0 15.789 0 1.572 0 1.696 0 2.664 0 1.456 0 0.35088 0 1 0
1244.976 1486.935 22.262 0 21.434 0 19.949 0 19.006 0 18.037 0 16.68 0 16.062 0 15.812 0 0.828 0 1.485 0 1.912 0 0.969 0 -0.2412 0 1 0.01667
715.492 763.438 16.838 0 16.449 0 15.616 0 15.081 0 14.541 0 13.81 0 13.468 0 13.339 0 0.389 0 0.833 0 1.075 0 0.54 0 -0.21076 0 1 0.00833
78.775 1179.079 22.452 0 21.476 0 19.959 0 19.04 0 18.147 0 16.872 0 16.195 0 15.983 0 0.976 0 1.517 0 1.812 0 0.893 0 -0.11624 0 1 0.025
1385.898 1593.741 23.57 0 22.497 0 20.843 0 19.831 0 18.829 0 17.399 0 16.677 0 16.428 0 1.073 0 1.654 0 2.014 0 1.002 0 -0.11788 0 1 0
576.321 1445.704 22.23 0 21.215 0 19.638 0 18.616 0 17.539 0 16.016 0 15.388 0 15.087 0 1.015 0 1.577 0 2.099 0 1.077 0 -0.12044 0 1 0.00833
1680.639 1560.044 22.816 0 21.71 0 20.033 0 18.946 0 17.793 0 16.161 0 15.505 0 15.178 0 1.106 0 1.677 0 2.24 0 1.153 0 -0.10144 0 1 0.04167
839.656 1695.404 22.768 0 21.59 0 20.03 0 19.077 0 18.191 0 16.91 0 16.166 0 15.963 0 1.178 0 1.56 0 1.839 0 0.886 0 0.0548 0 1 0.00833
1924.485 1791.464 24.016 0 22.688 0 20.837 0 19.636 0 18.351 0 16.512 0 15.801 0 15.423 0 1.328 0 1.851 0 2.486 0 1.285 0 -0.00472 0 1 0.08333
659.36 1028.607 24.118 0 22.634 0 20.935 0 19.836 0 18.841 0 17.44 0 16.568 0 16.349 0 1.484 0 1.699 0 2.094 0 0.995 0 0.26072 0 1 0.16667
348.612 171.193 16.332 0 15.963 0 15.083 0 14.527 0 13.982 0 13.246 0 12.865 0 12.744 0 0.369 0 0.88 0 1.101 0 0.545 0 -0.2646 0 1 0.01667
780.79 1036.758 21.764 0 20.73 0 19.186 0 18.188 0 17.134 0 15.643 0 15.045 0 14.746 0 1.034 0 1.544 0 2.052 0 1.054 0 -0.07768 0 1 0.04167
622.345 1197.837 19.757 0 19.074 0 17.881 0 17.117 0 16.332 0 15.244 0 14.77 0 14.565 0 0.683 0 1.193 0 1.549 0 0.785 0 -0.17596 0 1 0.03333
1937.285 1976.122 19.214 0 18.338 0 17.08 0 16.321 0 15.636 0 14.658 0 14.022 0 13.881 0 0.876 0 1.258 0 1.444 0 0.685 0 -0.02976 0 1 0.09167
1721.397 844.909 20.497 0 19.529 0 18.19 0 17.391 0 16.671 0 15.638 0 15.005 0 14.853 0 0.968 0 1.339 0 1.519 0 0.72 0 0.00392 0 1 0.03333
977.652 1750.031 19.182 0 18.438 0 17.302 0 16.574 0 15.817 0 14.752 0 14.323 0 14.111 0 0.744 0 1.136 0 1.485 0 0.757 0 -0.07392 0 1 0.08333
999.594 13.52 25.99 0 23.592 0 20.739 0 19.014 0 17.27 0 14.703 0 13.531 0 13.044 0 2.398 0 2.853 0 3.469 0 1.744 0 0.34384 0 1 0.03333
2018.358 1280.246 11.953 0 11.76 0 11.288 0 10.997 0 10.727 0 10.377 0 10.198 0 10.142 0 0.193 0 0.472 0 0.561 0 0.27 0 -0.14684 0 1 0.43333
645.92 307.947 20.254 0 19.311 0 17.933 0 17.049 0 16.123 0 14.812 0 14.288 0 14.024 0 0.943 0 1.378 0 1.81 0 0.926 0 -0.04916 0 1 0.04167
651.363 1715.091 20.944 0 19.824 0 18.241 0 17.223 0 16.158 0 14.643 0 14.037 0 13.732 0 1.12 0 1.583 0 2.083 0 1.065 0 -0.01976 0 1 0.01667
306.88 914.386 21.771 0 20.904 0 19.439 0 18.516 0 17.578 0 16.268 0 15.685 0 15.44 0 0.867 0 1.465 0 1.861 0 0.938 0 -0.1878 0 1 0.01667
825.589 680.843 21.258 0 19.429 0 17.255 0 15.979 0 14.737 0 12.911 0 11.999 0 11.674 0 1.829 0 2.174 0 2.518 0 1.242 0 0.26372 0 1 0.01667
899.212 1679.087 22.921 0 21.611 0 19.875 0 18.757 0 17.569 0 15.864 0 15.222 0 14.866 0 1.31 0 1.736 0 2.306 0 1.188 0 0.06008 0 1 0.11667
41.806 85.66 17.993 0 17.383 0 16.325 0 15.654 0 14.98 0 14.045 0 13.624 0 13.45 0 0.61 0 1.058 0 1.345 0 0.674 0 -0.15176 0 1 0.14167
221.679 1837.205 16.788 0 16.143 0 15.162 0 14.54 0 13.904 0 13.014 0 12.652 0 12.476 0 0.645 0 0.981 0 1.258 0 0.636 0 -0.06132 0 1 0
529.024 749.137 23.02 0 21.836 0 20.152 0 19.118 0 18.122 0 16.689 0 15.944 0 15.695 0 1.184 0 1.684 0 2.03 0 0.996 0 -0.02848 0 1 0.15833
1246.338 1862.124 22.83 0 21.508 0 19.76 0 18.634 0 17.443 0 15.732 0 15.087 0 14.73 0 1.322 0 1.748 0 2.317 0 1.191 0 0.06344 0 1 0.11667
1909.165 173.355 24.656 0 23.063 0 20.993 0 19.663 0 18.254 0 16.225 0 15.467 0 15.04 0 1.593 0 2.07 0 2.739 0 1.409 0 0.1026 0 1 0
269.637 1344.677 21.722 0 20.512 0 19.005 0 17.996 0 17.09 0 15.961 0 15.286 0 15.075 0 1.21 0 1.507 0 1.915 0 0.906 0 0.12496 0 1 0
854.204 568.945 23.311 0 22.296 0 20.727 0 19.702 0 18.607 0 17.059 0 16.44 0 16.13 0 1.015 0 1.569 0 2.12 0 1.095 0 -0.11468 0 1 0
605.561 1591.884 22.508 0 20.911 0 18.705 0 17.358 0 15.981 0 13.983 0 13.023 0 12.657 0 1.597 0 2.206 0 2.724 0 1.377 0 0.00868 0 1 0.01667
77.609 9.761 22.415 0 21.294 0 19.808 0 18.887 0 18.043 0 16.819 0 16.064 0 15.875 0 1.121 0 1.486 0 1.765 0 0.844 0 0.05108 0 1 0.00833
1911.166 1057.504 21.453 0 20.71 0 19.289 0 18.374 0 17.424 0 16.1 0 15.493 0 15.25 0 0.743 0 1.421 0 1.865 0 0.95 0 -0.28012 0 1 0.01667
1387.478 1533.933 21.602 0 20.709 0 19.234 0 18.331 0 17.447 0 16.188 0 15.511 0 15.3 0 0.893 0 1.475 0 1.787 0 0.884 0 -0.169 0 1 0
1924.926 1012.212 25.188 0 22.987 0 20.174 0 18.449 0 16.669 0 14.065 0 12.882 0 12.386 0 2.201 0 2.813 0 3.505 0 1.78 0 0.17564 0 1 0.00833
1885.746 1648.315 23.014 0 21.648 0 19.871 0 18.716 0 17.469 0 15.669 0 14.998 0 14.621 0 1.366 0 1.777 0 2.402 0 1.247 0 0.08656 0 1 0.09167
172.177 938.747 23.527 0 22.02 0 20.359 0 19.23 0 17.985 0 16.695 0 16.057 0 15.784 0 1.507 0 1.661 0 2.374 0 1.245 0 0.31108 0 1 0.05
865.965 1721.526 21.354 0 20.662 0 19.317 0 18.459 0 17.58 0 16.357 0 15.786 0 15.565 0 0.692 0 1.345 0 1.737 0 0.879 0 -0.2764 0 1 0.01667
1068.304 319.366 20.237 0 19.478 0 18.158 0 17.353 0 16.581 0 15.485 0 14.859 0 14.684 0 0.759 0 1.32 0 1.577 0 0.772 0 -0.1914 0 1 0
1973.118 372.097 19.894 0 19.332 0 18.141 0 17.401 0 16.666 0 15.65 0 15.125 0 14.956 0 0.562 0 1.191 0 1.475 0 0.735 0 -0.29552 0 1 0.00833
1867.205 1181.181 22.407 0 21.558 0 20.062 0 19.133 0 18.199 0 16.883 0 16.236 0 16.004 0 0.849 0 1.496 0 1.863 0 0.934 0 -0.22812 0 1 0.14167
106.331 1690.662 20.807 0 20.131 0 18.827 0 18.021 0 17.22 0 16.103 0 15.531 0 15.342 0 0.676 0 1.304 0 1.607 0 0.801 0 -0.26288 0 1 0.01667
113.53 1908.927 20.616 0 19.428 0 17.979 0 17.038 0 16.018 0 14.534 0 13.994 0 13.679 0 1.188 0 1.449 0 1.961 0 1.02 0 0.14472 0 1 0.00833
270.461 873.348 23.961 0 22.815 0 20.997 0 19.822 0 18.583 0 16.829 0 16.1 0 15.755 0 1.146 0 1.818 0 2.414 0 1.239 0 -0.16296 0 1 0.01667
1978.889 1147.158 19.919 0 19.127 0 17.938 0 17.173 0 16.365 0 15.225 0 14.772 0 14.544 0 0.792 0 1.189 0 1.573 0 0.808 0 -0.06408 0 1 0.1
1020.453 550.66 21.855 0 20.804 0 19.348 0 18.409 0 17.405 0 15.971 0 15.424 0 15.129 0 1.051 0 1.456 0 1.943 0 1.004 0 0.00268 0 1 0.15
607.026 1649.237 16.104 0 15.024 0 13.562 0 12.728 0 11.949 0 10.816 0 10.137 0 9.966 0 1.08 0 1.462 0 1.613 0 0.779 0 0.02736 0 1 0
118.91 220.188 22.277 0 21.34 0 19.846 0 18.938 0 18.053 0 16.795 0 16.132 0 15.921 0 0.937 0 1.494 0 1.793 0 0.885 0 -0.13868 0 1 0.00833
24.604 1648.916 23.328 0 22.351 0 20.717 0 19.67 0 18.58 0 17.046 0 16.381 0 16.088 0 0.977 0 1.634 0 2.137 0 1.09 0 -0.19948 0 1 0.025
608.884 132.75 22.812 0 21.615 0 19.946 0 18.865 0 17.708 0 16.053 0 15.41 0 15.07 0 1.197 0 1.669 0 2.238 0 1.157 0 -0.00468 0 1 0.05
1426.502 326.587 15.465 0 14.963 0 14.173 0 13.67 0 13.151 0 12.426 0 12.127 0 11.987 0 0.502 0 0.79 0 1.022 0 0.519 0 -0.0668 0 1 0.00833
517.855 1366.082 17.89 0 17.269 0 16.313 0 15.702 0 15.064 0 14.17 0 13.808 0 13.632 0 0.621 0 0.956 0 1.249 0 0.638 0 -0.06732 0 1 0.2
1930.134 521.594 24.058 0 22.622 0 20.768 0 19.569 0 18.275 0 16.406 0 15.715 0 15.322 0 1.436 0 1.854 0 2.493 0 1.294 0 0.10112 0 1 0.125
748.341 167.015 19.509 0 18.678 0 17.446 0 16.715 0 16.058 0 15.119 0 14.523 0 14.391 0 0.831 0 1.232 0 1.388 0 0.657 0 -0.05604 0 1 0.06667
1191.092 645.56 23.512 0 22.501 0 20.846 0 19.819 0 18.782 0 17.313 0 16.616 0 16.351 0 1.011 0 1.655 0 2.064 0 1.037 0 -0.1806 0 1 0
395.251 37.123 22.889 0 21.947 0 20.365 0 19.352 0 18.302 0 16.827 0 16.186 0 15.905 0 0.942 0 1.582 0 2.063 0 1.05 0 -0.19704 0 1 0.00833
1209.225 394.771 23.098 0 22.133 0 20.522 0 19.492 0 18.422 0 16.918 0 16.266 0 15.979 0 0.965 0 1.611 0 2.1 0 1.07 0 -0.19492 0 1 0
167.557 1082.138 22.355 0 20.968 0 19.398 0 18.301 0 17.074 0 15.813 0 15.175 0 14.922 0 1.387 0 1.57 0 2.324 0 1.227 0 0.2566 0 1 0.10833
1515.702 1104.058 23.341 0 21.956 0 20.332 0 19.305 0 18.388 0 17.06 0 16.234 0 16.03 0 1.385 0 1.624 0 1.944 0 0.917 0 0.21572 0 1 0.00833
824.09 52.421 23.104 0 21.828 0 20.16 0 19.126 0 18.156 0 16.748 0 15.943 0 15.712 0 1.276 0 1.668 0 2.004 0 0.97 0 0.07504 0 1 0.225
393.261 1383.522 21.181 0 20.394 0 18.984 0 18.096 0 17.206 0 15.949 0 15.323 0 15.1 0 0.787 0 1.41 0 1.778 0 0.89 0 -0.2282 0 1 0.06667
1280.522 1191.656 21.824 0 20.608 0 19.081 0 18.131 0 17.267 0 16.022 0 15.256 0 15.064 0 1.216 0 1.527 0 1.814 0 0.864 0 0.11656 0 1 0.01667
1925.818 1668.525 21.225 0 20.212 0 18.736 0 17.846 0 17.006 0 15.801 0 15.129 0 14.935 0 1.013 0 1.476 0 1.73 0 0.84 0 -0.04972 0 1 0
608.337 1168.014 22.314 0 21.416 0 19.905 0 18.973 0 18.044 0 16.736 0 16.099 0 15.868 0 0.898 0 1.511 0 1.861 0 0.929 0 -0.18992 0 1 0.14167
1619.14 1685.665 23.611 0 21.836 0 19.437 0 17.912 0 16.33 0 13.991 0 12.92 0 12.469 0 1.775 0 2.399 0 3.107 0 1.582 0 0.04772 0 1 0
56.367 1217.913 17.058 0 16.406 0 15.41 0 14.773 0 14.113 0 13.188 0 12.811 0 12.629 0 0.652 0 0.996 0 1.297 0 0.66 0 -0.06512 0 1 0
1086.861 1058.033 23.539 0 22.299 0 20.485 0 19.313 0 18.072 0 16.309 0 15.611 0 15.254 0 1.24 0 1.814 0 2.413 0 1.241 0 -0.06608 0 1 0
1067.006 1020.072 17.601 0 17.104 0 16.063 0 15.409 0 14.761 0 13.877 0 13.445 0 13.293 0 0.497 0 1.041 0 1.302 0 0.648 0 -0.25252 0 1 0.06667
1115.401 1736.24 23.72 0 22.421 0 20.649 0 19.504 0 18.284 0 16.536 0 15.872 0 15.509 0 1.299 0 1.772 0 2.365 0 1.22 0 0.02316 0 1 0.09167
2000.334 1308.938 23.308 0 22.233 0 20.557 0 19.482 0 18.362 0 16.782 0 16.127 0 15.817 0 1.075 0 1.676 0 2.195 0 1.12 0 -0.13172 0 1 0.00833
1104.152 1005.47 19.096 0 18.315 0 17.15 0 16.405 0 15.633 0 14.545 0 14.107 0 13.89 0 0.781 0 1.165 0 1.517 0 0.772 0 -0.0578 0 1 0.06667
751.785 744.097 23.048 0 21.654 0 20.041 0 19.034 0 18.136 0 16.838 0 16.046 0 15.847 0 1.394 0 1.613 0 1.905 0 0.898 0 0.23264 0 1 0
1645.993 610.391 21.426 0 20.518 0 19.016 0 18.07 0 17.109 0 15.761 0 15.155 0 14.903 0 0.908 0 1.502 0 1.907 0 0.961 0 -0.17344 0 1 0
892.382 1507.434 21.391 0 20.327 0 18.846 0 17.895 0 16.893 0 15.465 0 14.913 0 14.62 0 1.064 0 1.481 0 1.953 0 1.002 0 -0.00232 0 1 0.125
1334.922 482.546 17.368 0 16.916 0 15.965 0 15.373 0 14.796 0 14.019 0 13.636 0 13.503 0 0.452 0 0.951 0 1.169 0 0.577 0 -0.23272 0 1 0.01667
1867.83 1444.033 19.865 0 18.985 0 17.714 0 16.901 0 16.056 0 14.861 0 14.389 0 14.147 0 0.88 0 1.271 0 1.658 0 0.845 0 -0.03512 0 1 0
205.179 860.491 23.4 0 22.05 0 20.204 0 19.015 0 17.758 0 15.959 0 15.271 0 14.898 0 1.35 0 1.846 0 2.446 0 1.257 0 0.02088 0 1 0.03333
1579.386 859.051 21.794 0 20.878 0 19.398 0 18.488 0 17.589 0 16.335 0 15.751 0 15.524 0 0.916 0 1.48 0 1.809 0 0.899 0 -0.1496 0 1 0.025
755.684 759.278 21.952 0 20.959 0 19.531 0 18.657 0 17.84 0 16.665 0 15.952 0 15.769 0 0.993 0 1.428 0 1.691 0 0.817 0 -0.03516 0 1 0.01667
416.515 1245.79 22.592 0 21.813 0 20.33 0 19.393 0 18.432 0 17.087 0 16.442 0 16.201 0 0.779 0 1.483 0 1.898 0 0.961 0 -0.28876 0 1 0.00833
842.793 1199.241 23.708 0 22.273 0 20.425 0 19.223 0 17.923 0 16.042 0 15.345 0 14.95 0 1.435 0 1.848 0 2.502 0 1.3 0 0.10444 0 1 0.075
28.734 1450.905 18.773 0 18.341 0 17.315 0 16.659 0 15.995 0 15.091 0 14.643 0 14.49 0 0.432 0 1.026 0 1.32 0 0.664 0 -0.30672 0 1 0
1074.608 1877.134 22.01 0 21.15 0 19.705 0 18.825 0 17.962 0 16.739 0 16.087 0 15.883 0 0.86 0 1.445 0 1.743 0 0.863 0 -0.1804 0 1 0.025
315.677 1379.237 23.014 0 21.93 0 20.36 0 19.34 0 18.25 0 16.701 0 16.099 0 15.783 0 1.084 0 1.57 0 2.11 0 1.09 0 -0.0464 0 1 0.075
49.541 1119.875 21.706 0 20.956 0 19.554 0 18.682 0 17.807 0 16.581 0 15.969 0 15.756 0 0.75 0 1.402 0 1.747 0 0.875 0 -0.25944 0 1 0.00833
1184.808 1468.133 22.833 0 20.382 0 17.654 0 16.032 0 14.409 0 12 0 10.791 0 10.353 0 2.451 0 2.728 0 3.245 0 1.623 0 0.48684 0 1 0.00833
986.608 786.065 23.407 0 22.304 0 20.687 0 19.7 0 18.742 0 17.366 0 16.627 0 16.396 0 1.103 0 1.617 0 1.945 0 0.958 0 -0.06124 0 1 0
1679.932 1965.509 23.722 0 22.651 0 20.99 0 19.972 0 18.962 0 17.519 0 16.785 0 16.534 0 1.071 0 1.661 0 2.028 0 1.01 0 -0.12492 0 1 0
1439.446 894.887 23.844 0 22.771 0 20.994 0 19.87 0 18.708 0 17.062 0 16.315 0 16.007 0 1.073 0 1.777 0 2.286 0 1.162 0 -0.20644 0 1 0.03333
630.25 1007.385 21.498 0 20.361 0 18.843 0 17.86 0 16.803 0 15.285 0 14.714 0 14.398 0 1.137 0 1.518 0 2.04 0 1.057 0 0.04404 0 1 0.00833
113.816 573.283 20.785 0 19.686 0 18.407 0 17.578 0 16.666 0 15.325 0 14.859 0 14.564 0 1.099 0 1.279 0 1.741 0 0.912 0 0.17812 0 1 0
228.269 1.194 23.272 0 22.017 0 20.417 0 19.425 0 18.512 0 17.185 0 16.398 0 16.189 0 1.255 0 1.6 0 1.905 0 0.913 0 0.103 0 1 0.025
1532.289 1483.746 23.664 0 22.644 0 20.976 0 19.898 0 18.766 0 17.171 0 16.497 0 16.187 0 1.02 0 1.668 0 2.21 0 1.132 0 -0.18096 0 1 0.00833
19.067 699.049 21.238 0 19.546 0 17.386 0 16.099 0 14.817 0 12.941 0 12.003 0 11.669 0 1.692 0 2.16 0 2.569 0 1.282 0 0.1368 0 1 0.01667
1070.326 1547.557 23.701 0 22.674 0 21 0 19.962 0 18.914 0 17.427 0 16.713 0 16.445 0 1.027 0 1.674 0 2.086 0 1.048 0 -0.17828 0 1 0
892.658 3.414 21.579 0 20.388 0 18.892 0 17.957 0 17.114 0 15.897 0 15.128 0 14.943 0 1.191 0 1.496 0 1.778 0 0.843 0 0.11388 0 1 0.01667
1674.442 1810.744 22.747 0 21.377 0 19.785 0 18.705 0 17.661 0 16.354 0 15.569 0 15.355 0 1.37 0 1.592 0 2.124 0 1.044 0 0.22376 0 1 0.00833
1713.866 1182.854 18.783 0 18.167 0 17.107 0 16.424 0 15.718 0 14.739 0 14.321 0 14.134 0 0.616 0 1.06 0 1.389 0 0.706 0 -0.1472 0 1 0.30833
1182.727 1293.442 20.413 0 19.644 0 18.317 0 17.466 0 16.586 0 15.354 0 14.806 0 14.575 0 0.769 0 1.327 0 1.731 0 0.88 0 -0.18644 0 1 0.01667
1086.467 583.8 24.606 0 22.414 0 19.743 0 18.131 0 16.501 0 14.104 0 12.984 0 12.536 0 2.192 0 2.671 0 3.242 0 1.63 0 0.26888 0 1 0
220.956 1963.992 14.637 0 14.226 0 13.346 0 12.843 0 12.408 0 11.816 0 11.39 0 11.325 0 0.411 0 0.88 0 0.938 0 0.435 0 -0.2226 0 1 0.08333
611.2 161.744 19.742 0 19.029 0 17.841 0 17.077 0 16.284 0 15.181 0 14.715 0 14.502 0 0.713 0 1.188 0 1.557 0 0.793 0 -0.14236 0 1 0.05
1638.038 2012.706 23.285 0 22.167 0 20.444 0 19.335 0 18.17 0 16.519 0 15.828 0 15.503 0 1.118 0 1.723 0 2.274 0 1.165 0 -0.12256 0 1 0.05
1317.594 1974.577 23.335 0 22.024 0 20.267 0 19.131 0 17.916 0 16.173 0 15.514 0 15.151 0 1.311 0 1.757 0 2.351 0 1.215 0 0.04596 0 1 0.10833
666.073 1263.577 23.893 0 22.643 0 20.932 0 19.891 0 18.891 0 17.448 0 16.688 0 16.443 0 1.25 0 1.711 0 2.041 0 1 0 0.01808 0 1 0.025
1404.874 1183.817 22.352 0 21.281 0 19.725 0 18.72 0 17.658 0 16.152 0 15.559 0 15.253 0 1.071 0 1.556 0 2.067 0 1.062 0 -0.04932 0 1 0.01667
1452.623 1290.271 19.981 0 19.013 0 17.59 0 16.674 0 15.719 0 14.366 0 13.814 0 13.545 0 0.968 0 1.423 0 1.871 0 0.955 0 -0.05656 0 1 0.09167
1796.992 179.033 17.638 0 17.183 0 16.219 0 15.61 0 15.006 0 14.188 0 13.794 0 13.652 0 0.455 0 0.964 0 1.213 0 0.604 0 -0.23908 0 1 0.175
1534.994 1918.71 22.427 0 21.405 0 19.865 0 18.935 0 18.037 0 16.758 0 16.092 0 15.877 0 1.022 0 1.54 0 1.828 0 0.898 0 -0.0868 0 1 0.05
957.453 8.256 23.931 0 22.509 0 20.894 0 19.755 0 18.472 0 17.137 0 16.471 0 16.207 0 1.422 0 1.615 0 2.422 0 1.283 0 0.2592 0 1 0.01667
600.638 742.517 19.472 0 18.619 0 17.324 0 16.492 0 15.626 0 14.409 0 13.916 0 13.673 0 0.853 0 1.295 0 1.698 0 0.866 0 -0.0794 0 1 0.00833
1027.953 1735.714 16.768 0 16.251 0 15.3 0 14.697 0 14.094 0 13.267 0 12.893 0 12.741 0 0.517 0 0.951 0 1.206 0 0.603 0 -0.16772 0 1 0
554.626 1181.125 24.228 0 22.722 0 20.665 0 19.339 0 17.937 0 15.929 0 15.146 0 14.734 0 1.506 0 2.057 0 2.728 0 1.402 0 0.02496 0 1 0
980.788 1227.818 21.609 0 20.424 0 18.957 0 18.068 0 17.277 0 16.133 0 15.438 0 15.266 0 1.185 0 1.467 0 1.68 0 0.791 0 0.12876 0 1 0.025
1753.739 1949.821 20.742 0 19.888 0 18.534 0 17.725 0 16.96 0 15.883 0 15.304 0 15.13 0 0.854 0 1.354 0 1.574 0 0.765 0 -0.12088 0 1 0
559.836 718.447 25.426 0 23.448 0 20.754 0 19.076 0 17.321 0 14.771 0 13.627 0 13.138 0 1.978 0 2.694 0 3.433 0 1.755 0 0.03832 0 1 0
1673.394 574.217 22.153 0 21.118 0 19.661 0 18.769 0 17.936 0 16.736 0 16.017 0 15.829 0 1.035 0 1.457 0 1.725 0 0.833 0 -0.01404 0 1 0.025
1418.06 1726.206 14.177 0 13.393 0 12.16 0 11.458 0 10.804 0 9.867 0 9.267 0 9.137 0 0.784 0 1.233 0 1.356 0 0.654 0 -0.10376 0 1 0.85
1833.177 379.032 15.039 0 14.61 0 13.933 0 13.504 0 13.056 0 12.432 0 12.177 0 12.056 0 0.429 0 0.677 0 0.877 0 0.448 0 -0.05844 0 1 0.03333
1744.91 957.557 22.033 0 21.2 0 19.792 0 18.874 0 17.906 0 16.55 0 15.98 0 15.718 0 0.833 0 1.408 0 1.886 0 0.968 0 -0.18076 0 1 0.06667
1755.668 1625.168 20.71 0 19.867 0 18.565 0 17.721 0 16.823 0 15.553 0 15.027 0 14.777 0 0.843 0 1.302 0 1.742 0 0.898 0 -0.09444 0 1 0
325.967 331.581 24.222 0 22.698 0 20.767 0 19.515 0 18.155 0 16.184 0 15.466 0 15.047 0 1.524 0 1.931 0 2.612 0 1.36 0 0.13368 0 1 0.09167
525.947 214.294 25.309 0 23.366 0 20.763 0 19.093 0 17.327 0 14.727 0 13.575 0 13.066 0 1.943 0 2.603 0 3.436 0 1.766 0 0.06884 0 1 0
321.275 1307.516 20.845 0 20.03 0 18.761 0 17.94 0 17.068 0 15.843 0 15.35 0 15.107 0 0.815 0 1.269 0 1.693 0 0.872 0 -0.09868 0 1 0
451.93 790.115 21.4 0 20.196 0 18.738 0 17.8 0 16.964 0 15.792 0 15.023 0 14.845 0 1.204 0 1.458 0 1.774 0 0.836 0 0.15424 0 1 0.00833
97.244 443.772 23.091 0 22.121 0 20.458 0 19.408 0 18.331 0 16.808 0 16.096 0 15.817 0 0.97 0 1.663 0 2.127 0 1.077 0 -0.22736 0 1 0.05
1405.602 1140.401 20.058 0 19.279 0 18.095 0 17.33 0 16.521 0 15.381 0 14.927 0 14.699 0 0.779 0 1.184 0 1.574 0 0.809 0 -0.07348 0 1 0.10833
209.871 1932.87 22.471 0 21.222 0 19.705 0 18.75 0 17.902 0 16.674 0 15.886 0 15.702 0 1.249 0 1.517 0 1.803 0 0.848 0 0.15676 0 1 0.01667
1761.967 1048.495 18.662 0 17.87 0 16.731 0 15.995 0 15.218 0 14.114 0 13.676 0 13.455 0 0.792 0 1.139 0 1.513 0 0.777 0 -0.02808 0 1 0.04167
181.915 849.825 21.295 0 20.517 0 19.173 0 18.302 0 17.392 0 16.122 0 15.578 0 15.335 0 0.778 0 1.344 0 1.781 0 0.91 0 -0.18968 0 1 0
660.488 1557.679 23.506 0 22.252 0 20.561 0 19.467 0 18.289 0 16.6 0 15.965 0 15.613 0 1.254 0 1.691 0 2.272 0 1.178 0 0.03648 0 1 0
391.795 1324.439 23.906 0 22.41 0 20.741 0 19.592 0 18.306 0 16.973 0 16.324 0 16.048 0 1.496 0 1.669 0 2.435 0 1.286 0 0.29432 0 1 0
338.622 132.757 22.827 0 21.857 0 20.299 0 19.289 0 18.225 0 16.726 0 16.105 0 15.811 0 0.97 0 1.558 0 2.074 0 1.064 0 -0.15176 0 1 0
195.861 1876.212 22.661 0 21.711 0 20.17 0 19.172 0 18.123 0 16.647 0 16.032 0 15.744 0 0.95 0 1.541 0 2.047 0 1.049 0 -0.15952 0 1 0
1070.695 1618.311 23.32 0 22.34 0 20.714 0 19.666 0 18.569 0 17.026 0 16.366 0 16.069 0 0.98 0 1.626 0 2.145 0 1.097 0 -0.19072 0 1 0.025
362.459 1588.26 24.104 0 22.757 0 20.961 0 19.797 0 18.544 0 16.743 0 16.069 0 15.693 0 1.347 0 1.796 0 2.417 0 1.253 0 0.05388 0 1 0.075
539.789 1550.169 20.058 0 18.472 0 16.424 0 15.206 0 14.001 0 12.239 0 11.344 0 11.035 0 1.586 0 2.048 0 2.423 0 1.205 0 0.11144 0 1 0.06667
1653.211 1162.765 16.384 0 15.878 0 15.061 0 14.54 0 14.002 0 13.252 0 12.939 0 12.796 0 0.506 0 0.817 0 1.059 0 0.538 0 -0.08224 0 1 0
1427.32 1792.935 22.238 0 20.944 0 19.433 0 18.473 0 17.636 0 16.427 0 15.632 0 15.455 0 1.294 0 1.511 0 1.797 0 0.837 0 0.20608 0 1 0.025
306.797 1553.978 22.406 0 21.378 0 19.781 0 18.749 0 17.662 0 16.124 0 15.484 0 15.181 0 1.028 0 1.597 0 2.119 0 1.087 0 -0.12184 0 1 0.025
1655.262 829.139 21.793 0 20.667 0 19.088 0 18.066 0 16.977 0 15.423 0 14.82 0 14.502 0 1.126 0 1.579 0 2.111 0 1.089 0 -0.01088 0 1 0
974.438 953.174 22.723 0 21.39 0 19.825 0 18.712 0 17.521 0 16.21 0 15.516 0 15.281 0 1.333 0 1.565 0 2.304 0 1.191 0 0.2062 0 1 0.20833
1085.222 123.459 23.474 0 22.173 0 20.417 0 19.28 0 18.064 0 16.319 0 15.658 0 15.296 0 1.301 0 1.756 0 2.353 0 1.216 0 0.03668 0 1 0.03333
941.655 607.104 18.429 0 17.955 0 16.904 0 16.253 0 15.615 0 14.745 0 14.293 0 14.151 0 0.474 0 1.051 0 1.289 0 0.638 0 -0.28272 0 1 0.075
